game_title,user_review_count,critic_review_count,developer,platforms,platform_count,Avg_Rank,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales,metascore,Difficulty_Easy,Difficulty_Just_Right,Difficulty_Simple,Difficulty_Tough,Difficulty_Unforgiving,Play Time_<_1_Hour,Play Time_>=_80_Hours,Play Time_~1_Hour,Play Time_~12_Hours,Play Time_~2_Hours,Play Time_~20_Hours,Play Time_~4_Hours,Play Time_~40_Hours,Play Time_~60_Hours,Play Time_~8_Hours,Completion_Beat_It,Completion_Conquered_It,Completion_Halfway,Completion_Played_It,Completion_Tried_It,vader_sentiment_mean,textblob_sentiment_mean,hf_sentiment_mean,global_user_score_mean,user_score_mean,composite_sentiment_correlation_user_mean,composite_sentiment_correlation_global_mean,composite_sentiment_confidence_mean,composite_sentiment_adaptive_mean
one piece: pirate warriors,74.0,33.0,Omega Force,playstation-3,1.0,1685.0,2012,Action,Namco Bandai Games,0.01,0.24,0.86,0.09,1.2,64,14.69,72.03,3.67,9.32,0.28,0.0,11.25,0.0,15.42,0.0,26.25,1.67,29.17,5.42,10.83,48.31,21.73,10.97,14.35,4.64,0.721,0.066,0.246,7.3,6.714,0.34,0.314,0.343,0.448
one piece: pirate warriors 3,205.0,34.0,Omega Force,"playstation-4, pc, nintendo-switch, playstation-vita",4.0,5906.33,2015,Action,Namco Bandai Games,0.08,0.38,0.42,0.08,0.96,74,14.66,75.9,1.95,7.17,0.33,0.96,49.52,0.48,3.85,0.48,7.21,1.44,10.1,23.56,2.4,43.21,22.01,13.32,17.39,4.08,0.578,0.085,0.194,7.357,7.469,0.282,0.262,0.285,0.338
one piece: unlimited adventure,29.0,17.0,Ganbarion,wii,1.0,7943.0,2007,Adventure,Namco Bandai Games,0.07,0.0,0.11,0.01,0.19,67,7.69,67.03,0.0,19.78,5.49,0.0,20.0,1.54,12.31,0.0,15.38,0.0,36.92,12.31,1.54,30.0,24.35,6.52,22.61,16.52,0.705,0.023,0.234,7.9,7.4,0.316,0.29,0.315,0.424
one piece: unlimited world red,59.0,28.0,Ganbarion,"playstation-3, wii-u, 3ds, playstation-vita",4.0,7826.75,2013,Action,Namco Bandai Games,0.2,0.24,0.4,0.09,0.93,71,12.86,68.57,3.57,15.0,0.0,0.0,18.6,0.0,13.95,0.0,19.77,2.33,24.42,18.6,2.33,39.2,19.32,17.05,19.32,5.11,0.62,0.095,0.659,7.183,8.278,0.464,0.456,0.465,0.613
onechanbara z2: chaos,101.0,40.0,Tamsoft,"playstation-4, pc",2.0,6925.0,2014,Action,Nippon Ichi Software,0.13,0.02,0.04,0.04,0.23,57,12.38,72.28,1.98,12.38,0.99,0.0,4.62,0.0,18.46,1.54,21.54,3.85,36.15,0.0,13.85,46.56,20.24,8.1,20.65,4.45,0.43,0.028,-0.094,6.475,7.139,0.113,0.091,0.116,0.139
onechanbara: bikini samurai squad,31.0,39.0,Tamsoft,xbox-360,1.0,9533.0,2006,Action,D3Publisher,0.11,0.01,0.0,0.01,0.13,39,8.82,60.78,6.86,21.57,1.96,2.0,2.0,0.0,20.0,0.0,24.0,10.0,16.0,10.0,16.0,26.73,11.22,7.92,25.74,28.38,0.203,-0.014,-0.775,6.1,4.556,-0.216,-0.248,-0.254,-0.357
onechanbara: bikini zombie slayers,9.0,24.0,Tamsoft,wii,1.0,9724.0,2008,Action,D3Publisher,0.11,0.0,0.0,0.01,0.12,55,17.11,59.21,3.95,18.42,1.32,0.0,0.0,0.0,37.5,6.25,21.88,3.13,12.5,3.13,15.63,33.9,9.04,7.91,21.47,27.68,0.777,-0.06,0.995,7.7,8.0,0.583,0.576,0.573,0.876
onimusha 2: samurai's destiny,107.0,31.0,Capcom,playstation-2,1.0,716.0,2002,Adventure,Capcom,0.62,0.44,1.06,0.13,2.25,84,4.51,72.16,0.39,21.96,0.98,0.0,3.83,0.0,26.5,0.27,42.08,1.91,8.2,1.91,15.3,48.64,23.16,4.55,11.34,12.31,0.691,0.106,0.574,8.4,8.0,0.459,0.446,0.464,0.619
onimusha 3: demon siege,152.0,53.0,Capcom,"pc, playstation-2",2.0,1317.0,2004,Action,Capcom,0.37,0.47,0.54,0.07,1.45,85,4.69,72.66,0.0,21.68,0.98,0.0,2.68,0.0,24.93,0.27,44.5,0.54,14.75,3.22,9.12,48.91,25.69,5.04,9.49,10.87,0.529,0.047,0.363,8.519,7.692,0.313,0.3,0.294,0.388
onimusha tactics,11.0,21.0,Capcom,game-boy-advance,1.0,11319.0,2003,Strategy,Capcom,0.06,0.02,0.0,0.0,0.08,64,21.9,59.85,5.11,12.41,0.73,0.0,3.57,0.0,9.52,1.19,46.43,1.19,35.71,1.19,1.19,31.17,23.89,6.88,21.86,16.19,0.391,0.186,0.96,7.8,8.0,0.527,0.54,0.564,0.728
onimusha: dawn of dreams,91.0,45.0,Capcom,playstation-2,1.0,3164.0,2006,Action,Capcom,0.15,0.12,0.34,0.04,0.6500000000000001,81,3.95,66.57,0.3,28.27,0.91,0.45,6.28,0.0,11.21,0.0,31.84,1.35,38.12,8.07,2.69,38.78,22.71,7.2,15.65,15.65,0.434,0.189,0.593,8.5,8.6,0.411,0.412,0.442,0.526
onimusha: warlords,58.0,32.0,NeoBards Entertainment,"playstation-4, xbox-one, pc, playstation-2, nintendo-switch",5.0,553.0,2001,Action,Virgin Interactive,0.99,0.48,1.09,0.14,2.7,71,5.52,70.52,0.0,22.93,1.03,0.0,1.88,0.23,30.05,0.23,26.76,11.97,5.87,1.64,21.36,46.2,29.01,3.22,11.55,10.03,0.53,0.068,0.043,6.692,7.188,0.207,0.184,0.208,0.265
open season,11.0,15.0,Ubisoft,"wii, xbox-360, pc, ds, playstation-2, psp, gamecube",7.0,11026.33,2006,Platform,Ubisoft,0.49,0.04,0.0,0.04,0.5700000000000001,59,27.27,59.09,9.09,4.55,0.0,0.0,0.0,0.0,14.29,0.0,14.29,14.29,51.43,0.0,5.71,50.91,30.91,5.45,3.64,9.09,0.757,0.126,0.532,7.611,8.222,0.472,0.455,0.458,0.555
operation abyss: new tokyo legacy,25.0,25.0,Experience Inc.,playstation-vita,1.0,9639.0,2014,Role-Playing,Nippon Ichi Software,0.04,0.01,0.06,0.02,0.13,66,9.76,67.07,0.0,21.95,1.22,5.13,7.69,0.0,2.56,0.0,5.13,0.0,23.08,53.85,2.56,22.41,14.66,16.38,36.21,10.34,0.286,0.124,0.002,7.3,5.5,0.132,0.121,0.14,0.031
operation flashpoint: dragon rising,47.0,47.0,Codemasters,"playstation-3, xbox-360, pc",3.0,5892.67,2009,Shooter,Codemasters,0.6,0.94,0.07,0.28,1.89,77,2.38,15.48,0.0,55.95,26.19,0.0,9.09,3.03,12.12,0.0,18.18,9.09,33.33,3.03,12.12,17.57,6.28,10.88,27.62,37.66,0.118,-0.016,-0.497,5.663,5.212,-0.145,-0.165,-0.16,-0.226
operation flashpoint: red river,37.0,64.0,Codemasters,"playstation-3, xbox-360, pc",3.0,7803.33,2011,Shooter,Codemasters,0.17,0.3399999999999999,0.08,0.09,0.6799999999999999,69,2.63,28.95,0.0,57.89,10.53,5.26,5.26,0.0,31.58,0.0,36.84,0.0,10.53,5.26,5.26,26.32,11.84,7.89,26.32,27.63,0.135,-0.032,-0.499,5.337,4.729,-0.145,-0.167,-0.166,-0.206
opoona,8.0,33.0,ArtePiazza,wii,1.0,10625.0,2007,Role-Playing,Tecmo Koei,0.08,0.0,0.01,0.01,0.0999999999999999,65,13.43,73.13,2.99,8.96,1.49,0.0,46.43,0.0,3.57,0.0,7.14,0.0,21.43,21.43,0.0,20.86,9.09,7.49,31.02,31.55,0.772,-0.019,-0.35,8.0,6.667,0.116,0.069,0.083,0.124
order up!,12.0,25.0,SuperVillain Studios,wii,1.0,7291.0,2008,Misc,Zoo,0.19,0.01,0.0,0.02,0.22,76,30.77,58.97,7.69,2.56,0.0,5.0,0.0,0.0,30.0,0.0,40.0,0.0,0.0,0.0,25.0,25.42,13.56,22.03,13.56,25.42,0.889,-0.018,-0.039,7.2,7.5,0.264,0.221,0.251,0.4
order up!!,12.0,25.0,SuperVillain Studios,ios-iphoneipad,1.0,14249.5,2011,Action,Funbox Media,0.04,0.02,0.0,0.01,0.0699999999999999,55,30.77,58.97,7.69,2.56,0.0,5.0,0.0,0.0,30.0,0.0,40.0,0.0,0.0,0.0,25.0,25.42,13.56,22.03,13.56,25.42,0.963,0.127,0.999,8.0,9.0,0.705,0.692,0.718,0.93
oreshika: tainted bloodlines,86.0,26.0,Alfa System,playstation-vita,1.0,8856.0,2014,Role-Playing,Sony,0.0,0.0,0.15,0.0,0.15,78,3.64,66.67,0.61,26.67,2.42,1.59,25.4,1.59,0.0,0.0,11.11,1.59,31.75,25.4,1.59,23.47,6.57,23.94,38.5,7.51,0.843,0.127,0.99,7.8,8.8,0.663,0.656,0.667,0.875
otogi: myth of demons,14.0,40.0,From Software,xbox,1.0,9526.0,2002,Action,Sega,0.08,0.02,0.03,0.0,0.13,80,1.32,28.95,0.0,63.16,6.58,0.0,10.81,0.0,18.92,0.0,27.03,0.0,24.32,5.41,13.51,20.86,18.18,11.23,27.81,21.93,0.868,0.382,0.996,7.4,9.667,0.756,0.752,0.793,0.863
otomedius excellent,21.0,8.0,Konami,xbox-360,1.0,8169.0,2011,Shooter,Unknown,0.13,0.0,0.04,0.01,0.18,48,4.55,27.27,0.0,55.68,12.5,1.79,8.93,10.71,14.29,10.71,12.5,21.43,7.14,3.57,8.93,60.71,10.71,8.93,15.18,4.46,0.895,0.155,0.714,7.7,8.714,0.59,0.572,0.597,0.736
outrun 2006: coast 2 coast,34.0,42.0,Sumo Digital,"pc, playstation-2, xbox, psp",4.0,13413.5,2006,Racing,Sega,0.05,0.02,0.01,0.01,0.09,81,5.62,66.29,0.0,21.35,6.74,2.0,10.0,0.0,18.0,0.0,40.0,6.0,14.0,4.0,6.0,31.82,17.42,16.67,22.73,11.36,0.73,0.087,0.398,8.46,8.5,0.403,0.382,0.392,0.502
over the hedge,8.0,17.0,Vicarious Visions,ds,1.0,6460.4,2006,Platform,Activision,1.23,0.19,0.0,0.1,1.52,71,29.63,48.15,7.41,11.11,3.7,0.0,0.0,0.0,27.27,9.09,36.36,4.55,13.64,0.0,9.09,48.57,22.86,0.0,14.29,14.29,0.894,0.053,0.505,6.8,8.75,0.482,0.457,0.496,0.651
over the hedge: hammy goes nuts!,0.0,11.0,Amaze Entertainment,ds,1.0,11237.5,2006,Platform,Activision,0.1699999999999999,0.0,0.0,0.01,0.18,52,33.33,50.0,11.11,5.56,0.0,0.0,0.0,0.0,35.29,0.0,35.29,5.88,5.88,0.0,17.65,69.23,3.85,3.85,3.85,19.23,0.612,0.067,-0.986,10.0,10.0,-0.134,-0.191,-0.211,-0.356
overlord,61.0,47.0,Triumph Studios,"xbox-360, pc",2.0,9968.0,2007,Strategy,Codemasters,0.34,0.05,0.01,0.03,0.43,76,14.29,68.45,2.38,14.29,0.6,0.0,4.94,0.0,19.75,0.0,33.33,4.94,22.22,3.7,11.11,28.59,10.78,8.48,26.44,25.72,0.627,0.05,0.245,8.094,8.059,0.304,0.283,0.304,0.39
overlord ii,65.0,60.0,Triumph Studios,"playstation-3, xbox-360, pc",3.0,8465.67,2009,Action,Codemasters,0.26,0.32,0.0,0.0999999999999999,0.68,75,8.74,71.84,4.85,13.59,0.97,0.0,1.92,0.0,23.08,1.92,42.31,1.92,13.46,1.92,13.46,24.71,12.5,11.63,27.33,23.84,0.616,0.08,0.035,7.856,7.24,0.235,0.209,0.25,0.314
overlord: dark legend,12.0,30.0,Climax Studios,wii,1.0,5018.0,2009,Action,Codemasters,0.12,0.22,0.0,0.04,0.3799999999999999,68,38.89,48.15,3.7,9.26,0.0,0.0,0.0,0.0,41.67,0.0,16.67,5.56,11.11,2.78,22.22,28.04,30.84,3.74,22.43,14.95,0.949,0.081,-0.331,7.3,6.333,0.211,0.159,0.23,0.273
overlord: raising hell,20.0,35.0,4J Studios,playstation-3,1.0,9556.0,2008,Action,Codemasters,0.07,0.04,0.0,0.02,0.13,72,14.29,68.45,2.38,14.29,0.6,0.0,4.94,0.0,19.75,0.0,33.33,4.94,22.22,3.7,11.11,28.59,10.78,8.48,26.44,25.72,0.546,0.076,-0.318,8.6,7.667,0.086,0.052,0.09,-0.002
overwatch,7126.0,68.0,Blizzard Entertainment,"playstation-4, xbox-one, pc, nintendo-switch",4.0,2661.67,2016,Shooter,Activision,1.38,1.11,0.14,0.38,3.01,91,4.48,77.6,3.46,12.42,2.04,2.5,71.25,0.36,3.04,0.36,4.11,0.89,8.57,7.5,1.43,37.15,16.08,9.17,34.06,3.54,0.406,0.014,-0.036,6.175,6.219,0.121,0.102,0.095,0.116
p.t.o. iv: pacific theater of operations,0.0,12.0,Koei,playstation-2,1.0,11701.0,2002,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.08,71,4.0,24.0,4.0,40.0,28.0,0.0,65.0,0.0,5.0,0.0,15.0,0.0,10.0,5.0,0.0,34.29,40.0,5.71,11.43,8.57,0.872,0.006,0.999,8.0,8.0,0.636,0.626,0.616,0.937
pac 'n roll,6.0,35.0,Namco,ds,1.0,10015.0,2005,Platform,Namco Bandai Games,0.09,0.0,0.02,0.01,0.12,72,18.18,63.64,0.0,15.15,3.03,0.0,4.76,0.0,23.81,4.76,23.81,9.52,14.29,0.0,19.05,28.38,8.11,12.16,24.32,27.03,0.609,0.102,0.995,8.5,8.333,0.582,0.585,0.578,0.821
pac-man & galaga dimensions,14.0,25.0,Namco,3ds,1.0,7772.0,2011,Misc,Namco Bandai Games,0.1,0.04,0.04,0.01,0.19,60,5.56,65.28,0.0,23.61,5.56,0.0,10.0,3.33,13.33,10.0,10.0,10.0,30.0,3.33,10.0,21.6,7.2,17.6,38.4,15.2,0.864,0.064,0.563,6.6,8.375,0.497,0.475,0.509,0.701
pac-man and the ghostly adventures,25.0,9.0,Monkey Bar Games,"playstation-3, xbox-360, wii-u",3.0,11616.75,2013,Platform,Namco Bandai Games,0.16,0.12,0.0,0.03,0.31,58,60.0,27.5,7.5,5.0,0.0,0.0,0.0,0.0,26.09,4.35,17.39,8.7,8.7,4.35,30.43,41.3,15.22,10.87,21.74,10.87,0.55,0.018,-0.193,6.006,7.0,0.113,0.082,0.135,0.182
pac-man and the ghostly adventures 2,5.0,11.0,Vicious Cycle,"playstation-3, xbox-360, wii-u, 3ds",4.0,10928.5,2014,Adventure,Namco Bandai Games,0.18,0.16,0.0,0.05,0.3899999999999999,59,54.55,36.36,0.0,9.09,0.0,0.0,0.0,6.25,18.75,0.0,50.0,6.25,12.5,0.0,6.25,72.73,4.55,0.0,22.73,0.0,0.407,-0.109,-0.278,6.24,4.4,-0.004,-0.033,-0.063,-0.013
pac-man collection,12.0,13.0,Mass Media,game-boy-advance,1.0,489.0,2001,Puzzle,Atari,2.07,0.77,0.05,0.05,2.9399999999999995,79,11.8,67.7,0.62,17.39,2.48,3.49,5.81,3.49,20.93,5.81,38.37,8.14,1.16,3.49,9.3,25.0,18.75,7.72,37.13,11.4,0.782,-0.026,-0.479,8.2,7.75,0.071,0.02,0.048,0.057
pac-man fever,6.0,14.0,Mass Media,"playstation-2, gamecube",2.0,5048.0,2001,Misc,Sony,0.4599999999999999,0.26,0.0,0.08,0.7999999999999999,47,17.5,62.5,15.0,5.0,0.0,0.0,4.35,4.35,30.43,8.7,17.39,17.39,4.35,0.0,13.04,25.68,9.46,5.41,37.84,21.62,0.396,-0.039,0.243,6.3,7.0,0.2,0.189,0.22,0.358
pac-man party,23.0,14.0,TOSE,"wii, 3ds",2.0,3312.0,2010,Misc,Namco Bandai Games,0.47,0.09,0.01,0.04,0.61,59,49.02,35.29,7.84,3.92,3.92,0.0,0.0,0.0,21.88,3.13,25.0,31.25,3.13,0.0,15.63,41.27,14.29,7.94,26.98,9.52,0.565,0.026,0.092,5.532,6.08,0.222,0.199,0.208,0.248
pac-man world 2,45.0,19.0,Namco,"pc, playstation-2, xbox, game-boy-advance, gamecube",5.0,5160.0,2002,Action,Namco Bandai Games,1.98,0.26,0.0,0.24,2.4800000000000004,73,4.81,61.5,1.6,30.48,1.6,0.0,7.89,0.0,12.28,0.88,34.21,8.77,16.67,8.77,10.53,39.02,18.9,15.85,15.85,10.37,0.599,0.079,0.52,7.581,7.286,0.402,0.391,0.396,0.499
pac-man world 3,18.0,22.0,Blitz Games,"pc, ds, playstation-2, psp, gamecube",5.0,9401.6,2005,Platform,Namco Bandai Games,0.51,0.14,0.0,0.06,0.71,63,18.29,58.54,7.32,15.85,0.0,0.0,8.7,0.0,21.74,2.17,36.96,8.7,13.04,0.0,8.7,37.9,12.1,14.52,20.97,14.52,0.416,0.079,0.21,7.128,7.278,0.233,0.222,0.225,0.251
pac-man world rally,14.0,20.0,Smart Bomb Interactive,"pc, playstation-2, psp, gamecube",4.0,13383.67,2006,Racing,Namco Bandai Games,0.11,0.03,0.0,0.0,0.14,54,34.55,47.27,14.55,1.82,1.82,0.0,2.94,2.94,32.35,2.94,23.53,11.76,2.94,2.94,17.65,34.25,24.66,13.7,20.55,6.85,0.905,0.154,0.777,8.056,8.667,0.616,0.599,0.628,0.793
pac-pix,11.0,41.0,Namco,ds,1.0,6297.0,2005,Puzzle,Namco Bandai Games,0.16,0.0,0.1,0.01,0.27,71,9.59,39.73,1.37,42.47,6.85,2.86,2.86,8.57,40.0,5.71,8.57,2.86,8.57,0.0,20.0,33.53,8.82,10.0,28.82,18.82,0.395,0.084,0.021,7.5,6.75,0.161,0.145,0.197,0.218
painkiller,337.0,62.0,People Can Fly,pc,1.0,15254.0,2004,Shooter,DreamCatcher Interactive,0.0,0.02,0.0,0.0,0.02,81,5.08,71.57,0.51,22.84,0.0,0.0,1.52,0.0,31.82,0.0,38.64,3.03,9.09,2.27,13.64,41.56,18.83,9.42,16.23,13.96,0.228,0.121,0.374,8.2,8.216,0.245,0.248,0.258,0.28
painkiller: hell & damnation,204.0,33.0,The Farm 51,pc,1.0,14492.5,2013,Shooter,Nordic Games,0.02,0.03,0.0,0.01,0.06,64,33.33,55.0,3.33,6.67,1.67,2.38,0.0,0.0,19.05,0.0,16.67,21.43,0.0,0.0,40.48,56.58,11.84,3.95,18.42,9.21,0.23,0.067,-0.107,6.5,6.684,0.057,0.045,0.052,0.033
pandora's tower,129.0,48.0,Ganbarion,wii,1.0,5448.0,2011,Role-Playing,Nintendo,0.13,0.1,0.08,0.03,0.3399999999999999,73,3.34,70.41,0.24,23.87,2.15,0.43,2.61,0.43,4.35,0.0,44.35,0.87,39.13,6.96,0.87,28.75,14.37,18.04,24.46,14.37,0.686,0.055,0.591,8.1,8.407,0.447,0.434,0.446,0.608
panzer dragoon orta,58.0,41.0,Smilebit,xbox,1.0,6457.0,2002,Shooter,Sega,0.16,0.05,0.04,0.01,0.26,90,1.42,26.07,0.0,68.25,4.27,0.72,2.16,0.72,23.74,3.6,28.78,16.55,8.63,2.16,12.95,45.92,14.13,5.96,16.56,17.44,0.573,0.167,0.47,8.6,8.375,0.405,0.395,0.418,0.502
paper mario: sticker star,682.0,69.0,Intelligent Systems,3ds,1.0,707.0,2012,Role-Playing,Nintendo,1.12,0.39,0.64,0.12,2.2700000000000005,75,24.99,51.48,6.03,15.88,1.62,0.23,2.71,0.34,11.61,1.13,50.73,1.35,23.11,3.61,5.19,28.66,19.05,20.9,24.38,7.01,0.234,0.011,-0.478,5.4,5.447,-0.092,-0.117,-0.113,-0.182
paper mario: the thousand-year door,702.0,107.0,Intelligent Systems,nintendo-switch,1.0,718.0,2004,Role-Playing,Nintendo,1.48,0.25,0.46,0.06,2.25,88,10.31,76.9,0.64,11.47,0.67,0.16,12.26,0.05,3.05,0.11,16.79,0.21,49.26,17.47,0.63,40.09,32.49,8.75,11.69,6.98,0.729,0.2,0.571,8.7,8.854,0.501,0.488,0.515,0.618
parappa the rapper 2,62.0,26.0,NanaOn-Sha,playstation-2,1.0,9091.0,2001,Misc,Sony,0.07,0.05,0.0,0.02,0.14,67,24.48,60.84,5.59,9.09,0.0,0.98,3.92,5.88,23.53,13.73,5.88,22.55,2.94,2.94,17.65,52.97,25.85,4.24,9.32,7.63,0.728,0.08,0.35,8.1,8.654,0.383,0.361,0.382,0.501
paraworld,23.0,29.0,SEK Ost,pc,1.0,14933.0,2006,Strategy,Deep Silver,0.0,0.02,0.0,0.0,0.02,71,8.33,83.33,0.0,0.0,8.33,0.0,40.0,0.0,0.0,0.0,20.0,0.0,30.0,10.0,0.0,22.22,14.81,3.7,25.93,33.33,0.895,0.205,0.205,8.2,7.4,0.425,0.393,0.451,0.506
pariah,5.0,52.0,Digital Extremes,"pc, xbox",2.0,10444.0,2005,Action,Hip Interactive,0.08,0.02,0.0,0.0,0.1,70,30.77,61.54,0.0,7.69,0.0,0.0,0.0,0.0,41.67,0.0,0.0,8.33,0.0,0.0,50.0,36.36,11.69,7.79,16.88,27.27,0.197,-0.093,-0.992,5.9,4.5,-0.321,-0.361,-0.375,-0.488
patapon,117.0,60.0,SCE Japan Studio,"playstation-4, psp",2.0,2537.0,2007,Misc,Sony,0.33,0.25,0.07,0.17,0.8200000000000002,86,5.43,54.07,1.81,34.84,3.85,0.48,7.21,1.44,16.83,0.0,40.38,2.4,22.6,2.88,5.77,21.87,15.33,11.46,28.09,23.24,0.453,0.102,-0.165,7.041,5.864,0.119,0.095,0.102,0.089
patapon 2,74.0,49.0,SCE Japan Studio,psp,1.0,10324.0,2008,Misc,Sony,0.0,0.03,0.06,0.01,0.0999999999999999,81,3.92,60.46,1.63,31.37,2.61,0.61,15.24,0.61,9.76,0.0,18.29,1.83,34.15,15.85,3.66,22.7,19.24,10.75,27.0,20.31,0.744,0.167,0.796,8.6,8.417,0.575,0.567,0.578,0.704
patapon 3,70.0,41.0,SCE Japan Studio,psp,1.0,6220.0,2011,Misc,Sony,0.05,0.04,0.17,0.02,0.28,74,4.05,60.27,0.54,31.35,3.78,0.0,39.42,0.0,6.25,0.0,11.06,0.96,18.75,22.12,1.44,27.94,16.95,15.7,23.23,16.17,0.45,0.047,-0.12,7.3,7.062,0.116,0.093,0.094,0.069
payday 2,4162.0,51.0,Overkill Software,"playstation-3, xbox-360, playstation-4, xbox-one, pc, nintendo-switch",6.0,7193.0,2013,Shooter,505 Games,0.75,0.5700000000000001,0.0,0.18,1.5,79,4.05,34.3,0.96,55.3,5.39,1.44,51.99,1.44,4.33,1.44,9.03,1.81,12.27,12.64,3.61,29.33,11.86,14.26,37.34,7.21,0.362,0.005,-0.256,4.956,5.949,0.026,0.002,0.005,0.007
pdc world championship darts 2008,0.0,18.0,Oxygen Interactive,playstation-2,1.0,12925.0,2008,Sports,Oxygen Interactive,0.04,0.21,0.0,0.01,0.26,51,7.69,7.69,0.0,61.54,23.08,0.0,0.0,0.0,10.0,10.0,30.0,10.0,30.0,10.0,0.0,52.63,0.0,0.0,15.79,31.58,0.84,0.232,0.993,8.0,8.0,0.697,0.692,0.718,0.878
perfect dark zero,143.0,75.0,Rare Ltd.,xbox-360,1.0,2661.0,2005,Shooter,Microsoft,0.66,0.02,0.03,0.06,0.77,81,8.88,60.15,3.3,23.86,3.81,0.89,4.0,0.0,29.78,1.33,28.0,4.0,8.0,1.78,22.22,40.69,6.95,6.08,18.63,27.66,0.401,0.075,-0.141,6.4,5.4,0.102,0.081,0.093,0.084
persona 4: dancing all night,170.0,51.0,Atlus,playstation-vita,1.0,4309.0,2015,Misc,Nippon Ichi Software,0.13,0.1,0.15,0.07,0.45,76,15.1,64.69,2.04,17.14,1.02,0.27,5.14,0.0,17.57,0.27,48.38,1.62,19.73,1.62,5.41,39.86,38.67,6.64,13.63,1.19,0.731,0.085,0.476,8.1,8.515,0.43,0.412,0.455,0.604
persona 5,5616.0,106.0,Atlus,playstation-4,1.0,8081.5,2016,Role-Playing,Atlus,0.0,0.0,0.44,0.0,0.44,93,6.01,79.94,1.23,11.72,1.1,0.41,95.19,0.1,0.18,0.03,0.39,0.08,1.11,2.25,0.26,49.04,27.71,10.57,10.8,1.88,0.553,0.13,0.128,8.9,8.422,0.264,0.245,0.264,0.287
persona q: shadow of the labyrinth,263.0,56.0,Atlus,3ds,1.0,2870.0,2014,Role-Playing,Nippon Ichi Software,0.33,0.07,0.27,0.04,0.7100000000000001,83,4.71,58.44,0.77,32.77,3.31,0.57,68.42,0.0,2.99,0.0,2.13,0.28,8.53,16.79,0.28,30.99,12.25,26.51,25.88,4.37,0.699,0.042,0.004,7.7,6.929,0.238,0.207,0.227,0.289
personal trainer: cooking,6.0,12.0,indieszero,ds,1.0,445.0,2006,Misc,Nintendo,0.91,1.0,1.03,0.17,3.1100000000000003,81,10.81,56.76,27.03,0.0,5.41,4.76,19.05,0.0,4.76,0.0,14.29,19.05,33.33,4.76,0.0,13.95,8.53,3.88,27.91,45.74,0.837,0.204,-0.306,6.2,10.0,0.224,0.18,0.209,0.213
peter jackson's king kong: the official game of the movie,88.0,57.0,Ubisoft Montpellier,"xbox-360, pc, ds, playstation-2, xbox, psp, gamecube",7.0,5862.5,2005,Action,Ubisoft,1.72,1.28,0.0,0.39,3.39,80,11.59,65.85,0.61,17.68,4.27,0.0,0.96,0.96,39.42,0.96,27.88,6.73,9.62,0.96,12.5,45.59,24.63,6.99,12.5,10.29,0.589,0.094,0.295,7.752,7.688,0.324,0.307,0.324,0.388
phantasy star collection,4.0,20.0,Digital Eclipse,game-boy-advance,1.0,10022.0,2002,Role-Playing,Atari,0.08,0.03,0.0,0.0,0.11,76,0.85,31.36,0.85,60.17,6.78,0.0,54.9,1.96,1.96,0.0,5.88,1.96,11.76,21.57,0.0,18.95,13.68,10.18,36.49,20.7,0.248,0.067,-0.984,8.5,7.0,-0.25,-0.289,-0.39,-0.695
phantasy star online episode i & ii,50.0,31.0,Sonic Team,"xbox, gamecube",2.0,6627.5,2002,Role-Playing,Infogrames,0.34,0.09,0.16,0.02,0.6100000000000001,85,1.99,62.11,0.28,31.62,3.99,0.38,81.61,0.0,1.15,0.0,3.45,0.0,9.2,4.21,0.0,37.11,26.75,7.47,20.24,8.43,0.683,0.049,0.23,7.22,10.0,0.316,0.292,0.316,0.402
phantasy star online episode iii: c.a.r.d. revolution,12.0,24.0,Sonic Team,gamecube,1.0,11613.0,2003,Role-Playing,Sega,0.06,0.02,0.0,0.0,0.08,71,6.48,50.93,3.7,35.19,3.7,0.0,38.46,1.54,6.15,0.0,7.69,4.62,23.08,18.46,0.0,27.27,11.64,8.73,26.91,25.45,0.872,0.197,0.999,7.5,9.5,0.698,0.69,0.717,0.869
phantasy star online ver. 2,18.0,10.0,Sonic Team,dreamcast,1.0,7996.0,2001,Role-Playing,Sega,0.0,0.0,0.19,0.0,0.19,80,3.27,60.13,0.0,32.03,4.58,0.0,81.42,0.0,0.88,0.0,4.42,0.88,7.08,4.42,0.88,31.77,27.08,7.94,21.66,11.55,0.742,0.282,0.995,8.4,10.0,0.683,0.683,0.712,0.816
phantasy star portable,15.0,38.0,Alfa System,psp,1.0,2217.0,2008,Role-Playing,Sega,0.19,0.06,0.63,0.05,0.93,64,11.36,65.62,2.21,19.56,1.26,0.51,26.4,0.51,9.64,0.51,13.71,0.0,22.34,24.37,2.03,30.79,11.68,7.82,26.18,23.54,0.93,0.02,0.978,7.5,7.0,0.652,0.638,0.637,0.945
phantasy star portable 2,36.0,27.0,Alfa System,psp,1.0,2375.0,2009,Role-Playing,Sega,0.08,0.11,0.62,0.06,0.8700000000000001,69,5.67,63.56,1.62,27.94,1.21,0.67,41.67,0.33,4.0,0.0,10.0,1.67,22.0,17.67,2.0,34.04,12.3,11.89,23.17,18.6,0.645,0.161,0.295,8.1,8.833,0.363,0.345,0.371,0.434
