GPSID,GamePlatformID,game_title,platform,user_positive_count,user_positive_percent,user_mixed_count,user_mixed_percent,user_negative_count,user_negative_percent,critic_positive_count,critic_positive_percent,critic_mixed_count,critic_mixed_percent,critic_negative_count,critic_negative_percent
394,509,samurai warriors 2,xbox-360,13.0,-0.72,5.0,-0.28,0.0,0.0,1.0,-0.03,21.0,-0.7,8.0,-0.27
395,116,samurai warriors 2,pc,9.0,-0.69,1.0,-0.08,3.0,-0.23,0.0,0.0,2.0,-0.33,4.0,-0.67
396,214,samurai warriors 2,playstation-2,22.0,-0.81,4.0,-0.15,1.0,-0.04,4.0,-0.15,18.0,-0.69,4.0,-0.15
397,298,playstation move heroes,playstation-3,9.0,-0.45,8.0,-0.4,3.0,-0.15,0.0,0.0,29.0,-0.74,10.0,-0.26
398,371,ape escape: on the loose,psp,7.0,-0.47,6.0,-0.4,2.0,-0.13,8.0,-0.23,25.0,-0.71,2.0,-0.06
399,370,ace combat: joint assault,psp,15.0,-0.63,6.0,-0.25,3.0,-0.13,14.0,-0.47,16.0,-0.53,0.0,0.0
400,423,ferrari challenge trofeo pirelli,wii,1.0,-0.17,1.0,-0.17,4.0,-0.67,2.0,-0.29,4.0,-0.57,1.0,-0.14
401,300,ferrari challenge trofeo pirelli,playstation-3,3.0,-0.2,6.0,-0.4,6.0,-0.4,13.0,-0.35,23.0,-0.62,1.0,-0.03
404,113,nascar thunder 2004,pc,3.0,-0.6,1.0,-0.2,1.0,-0.2,6.0,-0.67,3.0,-0.33,0.0,0.0
405,211,nascar thunder 2004,playstation-2,15.0,-0.71,2.0,-0.1,4.0,-0.19,14.0,-0.93,1.0,-0.07,0.0,0.0
406,469,nascar thunder 2004,xbox,0.0,0.0,1.0,-0.25,3.0,-0.75,12.0,-0.86,2.0,-0.14,0.0,0.0
407,534,final fantasy xi,xbox-360,9.0,-0.56,1.0,-0.06,6.0,-0.38,4.0,-0.16,20.0,-0.8,1.0,-0.04
408,110,final fantasy xi,pc,67.0,-0.7,12.0,-0.13,17.0,-0.18,24.0,-0.96,1.0,-0.04,0.0,0.0
409,210,final fantasy xi,playstation-2,32.0,-0.62,12.0,-0.23,8.0,-0.15,47.0,-0.96,2.0,-0.04,0.0,0.0
410,117,evil genius,pc,81.0,-0.76,22.0,-0.21,4.0,-0.04,29.0,-0.57,22.0,-0.43,0.0,0.0
411,189,smash court tennis pro tournament 2,playstation-2,7.0,-0.78,0.0,0.0,2.0,-0.22,27.0,-0.66,14.0,-0.34,0.0,0.0
412,109,world of warcraft: legion,pc,885.0,-0.68,168.0,-0.13,250.0,-0.19,61.0,-0.92,1.0,-0.02,0.0,0.0
413,396,marvel super hero squad: the infinity gauntlet,wii,0.0,0.0,2.0,-0.5,2.0,-0.5,0.0,0.0,5.0,-0.83,1.0,-0.17
414,542,marvel super hero squad: the infinity gauntlet,xbox-360,4.0,-0.44,2.0,-0.22,3.0,-0.33,0.0,0.0,8.0,-0.8,2.0,-0.2
416,358,monster hunter freedom 2,psp,30.0,-0.63,9.0,-0.19,9.0,-0.19,19.0,-0.5,19.0,-0.5,0.0,0.0
417,145,pac-man world 3,pc,5.0,-0.5,4.0,-0.4,1.0,-0.1,3.0,-0.5,3.0,-0.5,0.0,0.0
418,22,pac-man world 3,ds,8.0,-0.62,0.0,0.0,5.0,-0.38,0.0,0.0,4.0,-0.5,4.0,-0.5
419,275,pac-man world 3,playstation-2,6.0,-0.33,7.0,-0.39,5.0,-0.28,5.0,-0.23,12.0,-0.55,5.0,-0.23
420,367,pac-man world 3,psp,6.0,-0.55,4.0,-0.36,1.0,-0.09,2.0,-0.22,6.0,-0.67,1.0,-0.11
421,91,pac-man world 3,gamecube,8.0,-0.53,4.0,-0.27,3.0,-0.2,2.0,-0.12,14.0,-0.82,1.0,-0.06
422,272,fatal frame ii: crimson butterfly,playstation-2,123.0,-0.85,16.0,-0.11,6.0,-0.04,33.0,-0.83,7.0,-0.18,0.0,0.0
423,365,viewtiful joe: red hot rumble,psp,16.0,-0.89,2.0,-0.11,0.0,0.0,1.0,-0.04,23.0,-0.96,0.0,0.0
424,78,viewtiful joe: red hot rumble,gamecube,2.0,-0.33,2.0,-0.33,2.0,-0.33,2.0,-0.07,23.0,-0.85,2.0,-0.07
425,512,superman returns,xbox-360,4.0,-0.17,8.0,-0.33,12.0,-0.5,5.0,-0.1,23.0,-0.48,20.0,-0.42
426,38,superman returns,ds,2.0,-0.2,2.0,-0.2,6.0,-0.6,0.0,0.0,1.0,-0.13,7.0,-0.88
428,258,shining force neo,playstation-2,11.0,-0.85,0.0,0.0,2.0,-0.15,5.0,-0.42,6.0,-0.5,1.0,-0.08
429,257,family guy,playstation-2,13.0,-0.46,12.0,-0.43,3.0,-0.11,0.0,0.0,18.0,-0.51,17.0,-0.49
430,465,family guy,xbox,3.0,-0.38,4.0,-0.5,1.0,-0.13,0.0,0.0,14.0,-0.7,6.0,-0.3
431,377,family guy,psp,3.0,-0.3,5.0,-0.5,2.0,-0.2,0.0,0.0,8.0,-0.57,6.0,-0.43
433,270,ty the tasmanian tiger,playstation-2,31.0,-0.69,13.0,-0.29,1.0,-0.02,6.0,-0.43,8.0,-0.57,0.0,0.0
434,459,ty the tasmanian tiger,xbox,4.0,-0.8,0.0,0.0,1.0,-0.2,6.0,-0.46,5.0,-0.38,2.0,-0.15
435,93,ty the tasmanian tiger,gamecube,9.0,-0.56,6.0,-0.38,1.0,-0.06,6.0,-0.5,5.0,-0.42,1.0,-0.08
436,255,dave mirra freestyle bmx 2,playstation-2,9.0,-0.69,3.0,-0.23,1.0,-0.08,16.0,-0.76,5.0,-0.24,0.0,0.0
437,63,dave mirra freestyle bmx 2,game-boy-advance,3.0,-0.75,0.0,0.0,1.0,-0.25,5.0,-0.71,2.0,-0.29,0.0,0.0
438,308,killzone 2,playstation-3,681.0,-0.71,189.0,-0.2,85.0,-0.09,90.0,-0.96,4.0,-0.04,0.0,0.0
439,306,lost planet 3,playstation-3,45.0,-0.38,34.0,-0.29,39.0,-0.33,4.0,-0.13,23.0,-0.77,3.0,-0.1
440,523,lost planet 3,xbox-360,64.0,-0.42,41.0,-0.27,49.0,-0.32,4.0,-0.09,34.0,-0.79,5.0,-0.12
441,106,lost planet 3,pc,98.0,-0.4,83.0,-0.34,62.0,-0.26,3.0,-0.18,13.0,-0.76,1.0,-0.06
442,105,still life 2,pc,13.0,-0.23,26.0,-0.46,18.0,-0.32,4.0,-0.27,10.0,-0.67,1.0,-0.07
443,400,rock band 2,wii,20.0,-0.59,5.0,-0.15,9.0,-0.26,10.0,-1.0,0.0,0.0,0.0,0.0
444,314,rock band 2,playstation-3,55.0,-0.8,8.0,-0.12,6.0,-0.09,24.0,-1.0,0.0,0.0,0.0,0.0
445,525,rock band 2,xbox-360,70.0,-0.8,10.0,-0.11,7.0,-0.08,69.0,-1.0,0.0,0.0,0.0,0.0
446,379,star wars: lethal alliance,psp,5.0,-0.42,5.0,-0.42,2.0,-0.17,1.0,-0.03,26.0,-0.84,4.0,-0.13
447,23,glory of heracles,ds,11.0,-0.65,3.0,-0.18,3.0,-0.18,7.0,-0.3,16.0,-0.7,0.0,0.0
448,305,resident evil: revelations,playstation-3,182.0,-0.64,65.0,-0.23,39.0,-0.14,18.0,-0.6,12.0,-0.4,0.0,0.0
449,527,resident evil: revelations,xbox-360,159.0,-0.71,36.0,-0.16,30.0,-0.13,17.0,-0.57,13.0,-0.43,0.0,0.0
450,337,resident evil: revelations,playstation-4,111.0,-0.64,47.0,-0.27,15.0,-0.09,14.0,-0.44,18.0,-0.56,0.0,0.0
451,549,resident evil: revelations,xbox-one,45.0,-0.76,7.0,-0.12,7.0,-0.12,5.0,-0.83,1.0,-0.17,0.0,0.0
452,128,resident evil: revelations,pc,293.0,-0.54,178.0,-0.33,74.0,-0.14,9.0,-0.75,3.0,-0.25,0.0,0.0
453,432,resident evil: revelations,wii-u,134.0,-0.71,28.0,-0.15,28.0,-0.15,14.0,-0.74,5.0,-0.26,0.0,0.0
454,99,resident evil: revelations,nintendo-switch,139.0,-0.71,45.0,-0.23,13.0,-0.07,16.0,-0.84,3.0,-0.16,0.0,0.0
455,8,resident evil: revelations,3ds,517.0,-0.81,78.0,-0.12,45.0,-0.07,68.0,-0.87,10.0,-0.13,0.0,0.0
456,375,flatout: head on,psp,31.0,-0.79,6.0,-0.15,2.0,-0.05,15.0,-0.54,12.0,-0.43,1.0,-0.04
457,238,x-men legends,playstation-2,27.0,-0.75,6.0,-0.17,3.0,-0.08,38.0,-0.79,9.0,-0.19,1.0,-0.02
458,446,x-men legends,xbox,14.0,-0.74,2.0,-0.11,3.0,-0.16,55.0,-0.87,7.0,-0.11,1.0,-0.02
459,70,x-men legends,gamecube,13.0,-0.87,2.0,-0.13,0.0,0.0,31.0,-0.86,4.0,-0.11,1.0,-0.03
460,390,field commander,psp,24.0,-0.86,3.0,-0.11,1.0,-0.04,36.0,-0.68,16.0,-0.3,1.0,-0.02
461,236,nba street vol. 2,playstation-2,50.0,-0.86,6.0,-0.1,2.0,-0.03,30.0,-0.97,1.0,-0.03,0.0,0.0
462,443,nba street vol. 2,xbox,5.0,-0.63,0.0,0.0,3.0,-0.38,21.0,-0.95,1.0,-0.05,0.0,0.0
463,68,nba street vol. 2,gamecube,5.0,-0.71,1.0,-0.14,1.0,-0.14,16.0,-1.0,0.0,0.0,0.0,0.0
464,378,rock band unplugged,psp,25.0,-0.86,2.0,-0.07,2.0,-0.07,40.0,-0.8,10.0,-0.2,0.0,0.0
465,233,crash nitro kart,playstation-2,88.0,-0.62,48.0,-0.34,6.0,-0.04,9.0,-0.38,13.0,-0.54,2.0,-0.08
466,449,crash nitro kart,xbox,20.0,-0.71,4.0,-0.14,4.0,-0.14,6.0,-0.43,7.0,-0.5,1.0,-0.07
467,64,crash nitro kart,game-boy-advance,18.0,-0.72,6.0,-0.24,1.0,-0.04,5.0,-0.83,1.0,-0.17,0.0,0.0
468,71,crash nitro kart,gamecube,10.0,-0.59,6.0,-0.35,1.0,-0.06,2.0,-0.2,7.0,-0.7,1.0,-0.1
469,326,silent hill: homecoming,playstation-3,75.0,-0.34,91.0,-0.41,54.0,-0.25,18.0,-0.44,23.0,-0.56,0.0,0.0
470,518,silent hill: homecoming,xbox-360,75.0,-0.38,85.0,-0.43,38.0,-0.19,23.0,-0.43,30.0,-0.56,1.0,-0.02
471,114,silent hill: homecoming,pc,71.0,-0.37,68.0,-0.35,55.0,-0.28,4.0,-0.29,10.0,-0.71,0.0,0.0
472,228,black,playstation-2,186.0,-0.84,29.0,-0.13,7.0,-0.03,48.0,-0.77,13.0,-0.21,1.0,-0.02
473,447,black,xbox,60.0,-0.74,16.0,-0.2,5.0,-0.06,48.0,-0.74,15.0,-0.23,2.0,-0.03
474,49,naruto: ninja council,game-boy-advance,1.0,-0.14,5.0,-0.71,1.0,-0.14,2.0,-0.17,6.0,-0.5,4.0,-0.33
475,516,gun,xbox-360,38.0,-0.62,20.0,-0.33,3.0,-0.05,32.0,-0.6,20.0,-0.38,1.0,-0.02
476,163,gun,pc,108.0,-0.69,46.0,-0.29,2.0,-0.01,15.0,-0.63,9.0,-0.38,0.0,0.0
477,239,gun,playstation-2,68.0,-0.85,12.0,-0.15,0.0,0.0,29.0,-0.67,14.0,-0.33,0.0,0.0
478,453,gun,xbox,26.0,-0.74,7.0,-0.2,2.0,-0.06,42.0,-0.76,13.0,-0.24,0.0,0.0
479,361,gun,psp,22.0,-0.81,5.0,-0.19,0.0,0.0,22.0,-0.54,18.0,-0.44,1.0,-0.02
480,77,gun,gamecube,10.0,-0.83,1.0,-0.08,1.0,-0.08,18.0,-0.67,9.0,-0.33,0.0,0.0
481,335,dishonored,playstation-3,717.0,-0.75,145.0,-0.15,90.0,-0.09,35.0,-1.0,0.0,0.0,0.0,0.0
482,514,dishonored,xbox-360,1200.0,-0.79,216.0,-0.14,107.0,-0.07,54.0,-0.96,2.0,-0.04,0.0,0.0
483,165,dishonored,pc,4400.0,-0.82,709.0,-0.13,227.0,-0.04,29.0,-1.0,0.0,0.0,0.0,0.0
484,373,the 3rd birthday,psp,73.0,-0.46,41.0,-0.26,45.0,-0.28,24.0,-0.43,29.0,-0.52,3.0,-0.05
485,407,monopoly streets,wii,1.0,-0.17,3.0,-0.5,2.0,-0.33,0.0,0.0,9.0,-1.0,0.0,0.0
486,325,monopoly streets,playstation-3,3.0,-0.25,5.0,-0.42,4.0,-0.33,3.0,-0.27,7.0,-0.64,1.0,-0.09
487,528,monopoly streets,xbox-360,7.0,-0.44,5.0,-0.31,4.0,-0.25,5.0,-0.28,12.0,-0.67,1.0,-0.06
488,398,big brain academy: wii degree,wii,7.0,-0.44,7.0,-0.44,2.0,-0.13,8.0,-0.24,22.0,-0.67,3.0,-0.09
489,322,dead island: riptide,playstation-3,62.0,-0.37,58.0,-0.35,46.0,-0.28,4.0,-0.16,19.0,-0.76,2.0,-0.08
490,544,dead island: riptide,xbox-360,94.0,-0.38,97.0,-0.39,59.0,-0.24,7.0,-0.16,28.0,-0.65,8.0,-0.19
491,168,dead island: riptide,pc,179.0,-0.35,199.0,-0.39,133.0,-0.26,8.0,-0.23,22.0,-0.63,5.0,-0.14
492,36,pokemon trozei!,ds,11.0,-0.65,6.0,-0.35,0.0,0.0,16.0,-0.5,15.0,-0.47,1.0,-0.03
493,321,dragon age ii,playstation-3,386.0,-0.31,187.0,-0.15,675.0,-0.54,44.0,-0.85,8.0,-0.15,0.0,0.0
494,541,dragon age ii,xbox-360,875.0,-0.33,507.0,-0.19,1300.0,-0.48,55.0,-0.73,19.0,-0.25,1.0,-0.01
495,173,dragon age ii,pc,1400.0,-0.28,1200.0,-0.24,2500.0,-0.48,38.0,-0.84,7.0,-0.16,0.0,0.0
496,14,gabrielle's ghostly groove 3d,3ds,6.0,-0.67,1.0,-0.11,2.0,-0.22,2.0,-0.22,6.0,-0.67,1.0,-0.11
498,74,nhl hitz 20-02,gamecube,6.0,-0.75,1.0,-0.13,1.0,-0.13,9.0,-0.69,4.0,-0.31,0.0,0.0
499,244,jak x: combat racing,playstation-2,81.0,-0.68,30.0,-0.25,8.0,-0.07,30.0,-0.65,15.0,-0.33,1.0,-0.02
500,185,scrapland,pc,29.0,-0.64,11.0,-0.24,5.0,-0.11,18.0,-0.49,19.0,-0.51,0.0,0.0
502,338,the technomancer,playstation-4,81.0,-0.52,30.0,-0.19,45.0,-0.29,7.0,-0.18,24.0,-0.63,7.0,-0.18
503,551,the technomancer,xbox-one,39.0,-0.56,16.0,-0.23,15.0,-0.21,4.0,-0.33,8.0,-0.67,0.0,0.0
504,175,the technomancer,pc,100.0,-0.5,49.0,-0.25,50.0,-0.25,1.0,-0.03,25.0,-0.74,8.0,-0.24
505,241,tony hawk's underground,playstation-2,141.0,-0.87,19.0,-0.12,3.0,-0.02,36.0,-0.95,2.0,-0.05,0.0,0.0
506,440,tony hawk's underground,xbox,12.0,-0.71,0.0,0.0,5.0,-0.29,28.0,-0.85,5.0,-0.15,0.0,0.0
507,67,tony hawk's underground,gamecube,15.0,-0.6,5.0,-0.2,5.0,-0.2,19.0,-1.0,0.0,0.0,0.0,0.0
508,297,dmc: devil may cry,playstation-3,777.0,-0.52,190.0,-0.13,541.0,-0.36,37.0,-0.93,3.0,-0.08,0.0,0.0
509,510,dmc: devil may cry,xbox-360,770.0,-0.51,197.0,-0.13,534.0,-0.36,62.0,-0.95,3.0,-0.05,0.0,0.0
510,177,dmc: devil may cry,pc,1400.0,-0.65,401.0,-0.19,329.0,-0.16,22.0,-1.0,0.0,0.0,0.0,0.0
511,10,pokemon art academy,3ds,19.0,-0.76,3.0,-0.12,3.0,-0.12,15.0,-0.68,7.0,-0.32,0.0,0.0
512,284,the walking dead: survival instinct,playstation-3,34.0,-0.17,46.0,-0.22,126.0,-0.61,0.0,0.0,1.0,-0.07,13.0,-0.93
513,506,the walking dead: survival instinct,xbox-360,103.0,-0.24,66.0,-0.15,261.0,-0.61,0.0,0.0,2.0,-0.07,28.0,-0.93
514,172,the walking dead: survival instinct,pc,35.0,-0.11,49.0,-0.15,243.0,-0.74,0.0,0.0,1.0,-0.08,12.0,-0.92
518,277,f1 2012,playstation-3,44.0,-0.77,4.0,-0.07,9.0,-0.16,20.0,-0.87,3.0,-0.13,0.0,0.0
519,485,f1 2012,xbox-360,50.0,-0.66,13.0,-0.17,13.0,-0.17,39.0,-0.93,3.0,-0.07,0.0,0.0
520,137,f1 2012,pc,91.0,-0.64,32.0,-0.23,19.0,-0.13,12.0,-0.8,3.0,-0.2,0.0,0.0
521,250,tales of legendia,playstation-2,25.0,-0.66,11.0,-0.29,2.0,-0.05,19.0,-0.51,17.0,-0.46,1.0,-0.03
522,422,valhalla knights: eldar saga,wii,7.0,-0.58,0.0,0.0,5.0,-0.42,0.0,0.0,3.0,-0.18,14.0,-0.82
523,421,super monkey ball: step & roll,wii,8.0,-0.53,5.0,-0.33,2.0,-0.13,2.0,-0.06,30.0,-0.83,4.0,-0.11
524,294,naughty bear,playstation-3,12.0,-0.33,12.0,-0.33,12.0,-0.33,0.0,0.0,13.0,-0.42,18.0,-0.58
525,481,naughty bear,xbox-360,9.0,-0.23,17.0,-0.43,14.0,-0.35,0.0,0.0,18.0,-0.35,33.0,-0.65
526,25,crash boom bang!,ds,17.0,-0.33,2.0,-0.04,33.0,-0.63,0.0,0.0,3.0,-0.21,11.0,-0.79
527,478,the last remnant,xbox-360,19.0,-0.37,20.0,-0.39,12.0,-0.24,14.0,-0.29,32.0,-0.65,3.0,-0.06
528,140,the last remnant,pc,116.0,-0.64,42.0,-0.23,22.0,-0.12,6.0,-0.26,15.0,-0.65,2.0,-0.09
529,240,guitar hero encore: rocks the 80s,playstation-2,9.0,-0.35,14.0,-0.54,3.0,-0.12,19.0,-0.38,27.0,-0.54,4.0,-0.08
530,290,homefront,playstation-3,66.0,-0.33,74.0,-0.37,58.0,-0.29,24.0,-0.4,30.0,-0.5,6.0,-0.1
531,508,homefront,xbox-360,155.0,-0.35,169.0,-0.38,115.0,-0.26,34.0,-0.4,47.0,-0.55,4.0,-0.05
532,142,homefront,pc,177.0,-0.26,285.0,-0.43,207.0,-0.31,13.0,-0.36,20.0,-0.56,3.0,-0.08
533,229,nba ballers,playstation-2,4.0,-0.36,6.0,-0.55,1.0,-0.09,40.0,-0.91,4.0,-0.09,0.0,0.0
534,452,nba ballers,xbox,2.0,-0.5,1.0,-0.25,1.0,-0.25,30.0,-0.86,5.0,-0.14,0.0,0.0
535,350,dynasty warriors next,playstation-vita,49.0,-0.64,19.0,-0.25,9.0,-0.12,9.0,-0.26,26.0,-0.74,0.0,0.0
536,235,medal of honor: rising sun,playstation-2,43.0,-0.51,35.0,-0.42,6.0,-0.07,11.0,-0.37,16.0,-0.53,3.0,-0.1
537,455,medal of honor: rising sun,xbox,1.0,-0.09,8.0,-0.73,2.0,-0.18,8.0,-0.35,13.0,-0.57,2.0,-0.09
538,81,medal of honor: rising sun,gamecube,4.0,-0.5,3.0,-0.38,1.0,-0.13,10.0,-0.42,13.0,-0.54,1.0,-0.04
539,148,trine,pc,392.0,-0.69,158.0,-0.28,15.0,-0.03,43.0,-0.86,7.0,-0.14,0.0,0.0
540,264,wwe smackdown! vs. raw 2006,playstation-2,79.0,-0.75,25.0,-0.24,2.0,-0.02,39.0,-0.87,6.0,-0.13,0.0,0.0
541,382,wwe smackdown! vs. raw 2006,psp,19.0,-0.73,4.0,-0.15,3.0,-0.12,25.0,-0.83,5.0,-0.17,0.0,0.0
542,261,dark cloud 2,playstation-2,142.0,-0.78,22.0,-0.12,19.0,-0.1,37.0,-0.9,4.0,-0.1,0.0,0.0
543,150,test drive,pc,8.0,-0.67,4.0,-0.33,0.0,0.0,0.0,0.0,4.0,-1.0,0.0,0.0
544,259,test drive,playstation-2,9.0,-0.5,9.0,-0.5,0.0,0.0,9.0,-0.47,10.0,-0.53,0.0,0.0
545,456,test drive,xbox,5.0,-0.63,3.0,-0.38,0.0,0.0,6.0,-0.38,10.0,-0.63,0.0,0.0
546,43,super monkey ball: touch & roll,ds,10.0,-0.67,3.0,-0.2,2.0,-0.13,9.0,-0.23,27.0,-0.68,4.0,-0.1
547,289,sacred 2: fallen angel,playstation-3,15.0,-0.41,16.0,-0.43,6.0,-0.16,16.0,-0.36,27.0,-0.6,2.0,-0.04
548,496,sacred 2: fallen angel,xbox-360,23.0,-0.53,13.0,-0.3,7.0,-0.16,21.0,-0.38,34.0,-0.61,1.0,-0.02
549,156,sacred 2: fallen angel,pc,54.0,-0.39,61.0,-0.45,22.0,-0.16,21.0,-0.51,19.0,-0.46,1.0,-0.02
550,293,scene it? bright lights! big screen!,playstation-3,1.0,-0.25,3.0,-0.75,0.0,0.0,0.0,0.0,11.0,-0.79,3.0,-0.21
551,492,scene it? bright lights! big screen!,xbox-360,1.0,-0.25,1.0,-0.25,2.0,-0.5,0.0,0.0,7.0,-0.7,3.0,-0.3
552,278,rage,playstation-3,188.0,-0.48,114.0,-0.29,90.0,-0.23,31.0,-0.84,6.0,-0.16,0.0,0.0
553,491,rage,xbox-360,328.0,-0.5,210.0,-0.32,121.0,-0.18,60.0,-0.78,16.0,-0.21,1.0,-0.01
554,170,rage,pc,631.0,-0.35,496.0,-0.28,667.0,-0.37,24.0,-0.75,7.0,-0.22,1.0,-0.03
555,529,kinect sports,xbox-360,91.0,-0.67,34.0,-0.25,11.0,-0.08,27.0,-0.53,24.0,-0.47,0.0,0.0
